DIP    1      1   -0.505535E+01    0.156873E+01    0.517254E-04
DIP    1      2   -0.505535E+01    0.156873E+01    0.190942E-01
DIP    1      3   -0.505535E+01    0.156873E+01    0.373276E-01
DIP    1      4   -0.505535E+01    0.156873E+01    0.543264E-01
DIP    1      5   -0.505535E+01    0.156873E+01    0.702093E-01
DIP    1      6   -0.505535E+01    0.156872E+01    0.853306E-01
DIP    1      7   -0.505535E+01    0.156872E+01    0.998474E-01
DIP    1      8   -0.505535E+01    0.156872E+01    0.113532E+00
DIP    1      9   -0.505536E+01    0.156872E+01    0.125963E+00
DIP    1     10   -0.505536E+01    0.156872E+01    0.136899E+00
DIP    1     11   -0.505536E+01    0.156871E+01    0.146482E+00
DIP    1     12   -0.505536E+01    0.156871E+01    0.155096E+00
DIP    1     13   -0.505536E+01    0.156871E+01    0.163023E+00
DIP    1     14   -0.505536E+01    0.156871E+01    0.170207E+00
DIP    1     15   -0.505537E+01    0.156871E+01    0.176344E+00
DIP    1     16   -0.505537E+01    0.156871E+01    0.181198E+00
DIP    1     17   -0.505537E+01    0.156871E+01    0.184849E+00
DIP    1     18   -0.505537E+01    0.156871E+01    0.187646E+00
DIP    1     19   -0.505537E+01    0.156870E+01    0.189915E+00
DIP    1     20   -0.505538E+01    0.156870E+01    0.191684E+00
DIP    1     21   -0.505538E+01    0.156869E+01    0.192687E+00
DIP    1     22   -0.505539E+01    0.156868E+01    0.192634E+00
DIP    1     23   -0.505539E+01    0.156867E+01    0.191497E+00
DIP    1     24   -0.505539E+01    0.156866E+01    0.189551E+00
DIP    1     25   -0.505540E+01    0.156865E+01    0.187145E+00
DIP    1     26   -0.505540E+01    0.156863E+01    0.184395E+00
DIP    1     27   -0.505540E+01    0.156862E+01    0.181104E+00
DIP    1     28   -0.505541E+01    0.156860E+01    0.176958E+00
DIP    1     29   -0.505541E+01    0.156859E+01    0.171832E+00
DIP    1     30   -0.505541E+01    0.156857E+01    0.165915E+00
DIP    1     31   -0.505541E+01    0.156856E+01    0.159554E+00
DIP    1     32   -0.505541E+01    0.156854E+01    0.152957E+00
DIP    1     33   -0.505542E+01    0.156853E+01    0.146028E+00
DIP    1     34   -0.505542E+01    0.156852E+01    0.138489E+00
DIP    1     35   -0.505542E+01    0.156851E+01    0.130169E+00
DIP    1     36   -0.505542E+01    0.156850E+01    0.121188E+00
DIP    1     37   -0.505542E+01    0.156849E+01    0.111888E+00
DIP    1     38   -0.505542E+01    0.156848E+01    0.102556E+00
DIP    1     39   -0.505542E+01    0.156847E+01    0.932052E-01
DIP    1     40   -0.505542E+01    0.156847E+01    0.836106E-01
DIP    1     41   -0.505542E+01    0.156846E+01    0.735600E-01
DIP    1     42   -0.505542E+01    0.156846E+01    0.630900E-01
DIP    1     43   -0.505542E+01    0.156846E+01    0.524930E-01
DIP    1     44   -0.505542E+01    0.156845E+01    0.420901E-01
DIP    1     45   -0.505541E+01    0.156845E+01    0.319813E-01
DIP    1     46   -0.505541E+01    0.156845E+01    0.219994E-01
DIP    1     47   -0.505541E+01    0.156845E+01    0.119069E-01
DIP    1     48   -0.505541E+01    0.156845E+01    0.165352E-02
DIP    1     49   -0.505540E+01    0.156845E+01   -0.854252E-02
DIP    1     50   -0.505540E+01    0.156845E+01   -0.183597E-01
